1750299303950|MAIN|L#HPG|27150|300|2400|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303951|MAIN|L#HPG|27150|800|3500|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303957|MAIN|L#HPG|27150|600|9900|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303957|MAIN|L#HPG|27150|2000|11900|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303958|MAIN|L#HPG|27150|5000|16900|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303958|MAIN|L#HPG|27150|4000|20900|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303959|MAIN|L#HPG|27150|300|21900|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303960|MAIN|L#HPG|27150|900|900|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303960|MAIN|L#HPG|27150|100|1000|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303961|MAIN|L#HPG|27150|300|2700|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303962|MAIN|L#HPG|27150|200|3900|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303962|MAIN|L#HPG|27150|1200|5100|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303962|MAIN|L#HPG|27150|100|5300|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303963|MAIN|L#HPG|27150|100|7000|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303964|MAIN|L#HPG|27150|2000|9000|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303964|MAIN|L#HPG|27150|100|9100|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303965|MAIN|L#HPG|27150|600|21500|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303967|MAIN|L#HPG|27150|2000|30700|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303968|MAIN|L#HPG|27150|100|30800|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303968|MAIN|L#HPG|27150|5000|35800|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303969|MAIN|L#HPG|27150|100|57000|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303969|MAIN|L#HPG|27150|100|57100|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303970|MAIN|L#HPG|27150|500|57700|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303971|MAIN|L#HPG|27150|100|59800|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303971|MAIN|L#HPG|27150|2100|24000|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303972|MAIN|L#HPG|27150|3600|27700|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303973|MAIN|L#HPG|27150|100|35900|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303973|MAIN|L#HPG|27150|10000|46300|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303974|MAIN|L#HPG|27150|500|46800|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303974|MAIN|L#HPG|27150|10000|56800|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
1750299303974|MAIN|L#HPG|27150|100|56900|09:15:00|27150|sd|0|0|R|MAIN|1750299300009
